CD_CVM;DENOM_CIA;CNPJ_CIA;SETOR_ATIV;Numero_Acoes;Ticker;Tipo_Acao;Ano;Versao;Ativo Total;Ativo Circulante;Passivo Total;Passivo Circulante;Empréstimos e Financiamentos - Circulante;Passivo Não Circulante;Empréstimos e Financiamentos - Não Circulante;Patrimônio Líquido Consolidado;Receita de Venda de Bens e/ou Serviços;Custo dos Bens e/ou Serviços Vendidos;Resultado Bruto;Resultado Antes do Resultado Financeiro e dos Tributos;Resultado Financeiro;Receitas Financeiras;Despesas Financeiras;Resultado Antes dos Tributos sobre o Lucro;Lucro/Prejuízo Consolidado do Período;Caixa Líquido Atividades Operacionais;Pagamento de Dividendos;Pagamento de Dividendos à Controladora;Pagamento de Dividendos a Acionistas Não Controladores;Pagamento de Juros sobre Capital Próprio
23264;AMBEV S.A.;07.526.557/0001-00;Bebidas e Fumo;15592286429;ABEV3;Ordinárias;2024;DFP;132644133;36563050;132644133;41004897;2128547;11495434;2202975;80143802;79736856;-39291571;40445285;-21799593;18645692;2494161;-6103913;-3609752;15035940;24711429;0;;;
23264;AMBEV S.A.;07.526.557/0001-00;Bebidas e Fumo;15592286429;ABEV3;Ordinárias;2023;DFP;137958083;37816711;137958083;40540538;2335826;14089718;2788137;83327827;79708827;-40422069;39286758;-21627918;17658840;4469011;-7892181;-3423170;14235670;20642153;-57;;;
23264;AMBEV S.A.;07.526.557/0001-00;Bebidas e Fumo;15592286429;ABEV3;Ordinárias;2024;DFP;132644133;36563050;132644133;41004897;2128547;11495434;2202975;80143802;79736856;-39291571;40445285;-21799593;18645692;2494161;-6103913;-3609752;15035940;24711429;0;;;
23272;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;09.041.168/0001-10;Construção Civil, Mat. Constr. e Decoração;86999294;LOGG3;Ordinárias;2023;DFP;6150606;648297;6150606;479729;13714;2007039;1592705;3663838;217230;-3041;214189;284023;498212;88866;-189602;-100736;397476;128772;-239446;;;
23272;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;09.041.168/0001-10;Construção Civil, Mat. Constr. e Decoração;86999294;LOGG3;Ordinárias;2024;DFP;6254445;933017;6254445;528276;15427;1993948;1656894;3732221;220156;-3887;216269;44838;261107;96755;-173365;-76610;184497;157230;-176282;;;
23310;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;10.760.260/0001-19;Hospedagem e Turismo;522439571;CVCB3;Ordinárias;2023;DFP;3917566;1962441;3917566;3130395;145846;470691;202950;316480;1221595;0;1221595;-1259168;-37573;0;-309501;-309501;-347074;118325;-180954;;;
23310;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;10.760.260/0001-19;Hospedagem e Turismo;522439571;CVCB3;Ordinárias;2024;DFP;4030884;2301361;4030884;2478268;72548;944657;628514;607959;1432690;-139793;1292897;-1423372;-130475;0;-322029;-322029;-452504;-570479;-87337;;;
23310;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;10.760.260/0001-19;Hospedagem e Turismo;522439571;CVCB3;Ordinárias;2023;DFP;3917566;1962441;3917566;3130395;145846;470691;202950;316480;1221595;0;1221595;-1259168;-37573;0;-309501;-309501;-347074;118325;-180954;;;
23310;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;10.760.260/0001-19;Hospedagem e Turismo;522439571;CVCB3;Ordinárias;2024;DFP;4030884;2301361;4030884;2478268;72548;944657;628514;607959;1432690;-139793;1292897;-1423372;-130475;0;-322029;-322029;-452504;-570479;-87337;;;
23426;SERENA GERAÇÃO S.A.;09.149.503/0001-06;Emp. Adm. Part. - Energia Elétrica;622688351;SRNA3;Ordinárias;2023;DFP;11174548;1773641;11174548;1414235;79632;5516271;4965210;4244042;2434033;-1767173;666860;-23633;643227;124111;-672493;-548382;94845;211756;0;;;
23426;SERENA GERAÇÃO S.A.;09.149.503/0001-06;Emp. Adm. Part. - Energia Elétrica;622688351;SRNA3;Ordinárias;2024;DFP;10868104;1616225;10868104;1216203;106440;5204838;4706695;4447063;2753858;-1931270;822588;-45982;776606;109642;-612032;-502390;274216;353753;;;;
23507;OUROFINO S.A.;20.258.278/0001-70;Comércio (Atacado e Varejo);53767606;OFSA3;Ordinárias;2023;DFP;1346505;842904;1346505;259425;47875;351111;324140;735969;1041107;-513032;528075;-350757;177318;22290;-52545;-30255;147063;89590;-78905;;;
23507;OUROFINO S.A.;20.258.278/0001-70;Comércio (Atacado e Varejo);53767606;OFSA3;Ordinárias;2024;DFP;1279009;828889;1279009;232656;30212;356958;333122;689395;943281;-511548;431733;-350722;81011;31772;-58531;-26759;54252;190301;-79427;;;
23574;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;17.314.329/0001-20;Alimentos;286676540;MEAL3;Ordinárias;2023;DFP;2954544;684625;2954544;739917;81776;1083838;400250;1130789;2091689;-1456471;635218;-386035;249183;0;0;-128744;120439;-73039;-408;;;
23574;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;17.314.329/0001-20;Alimentos;286676540;MEAL3;Ordinárias;2024;DFP;2740000;504263;2740000;547024;83987;1170125;452867;1022851;2226345;-1455747;770598;-691539;79059;0;0;-136078;-57019;105633;0;;;
23590;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;42.278.473/0001-03;Seguradoras e Corretoras;159907282;WIZC3;Ordinárias;2023;DFP;2577821;493336;2577821;528010;48688;952658;347490;1097153;934308;-398932;535376;-216595;318781;36241;-106241;-70000;248781;401746;0;;;
23590;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;42.278.473/0001-03;Seguradoras e Corretoras;159907282;WIZC3;Ordinárias;2024;DFP;2543864;573199;2543864;595364;46707;792921;318983;1155579;1121480;-430092;691388;-249120;442268;55135;-147736;-92601;349667;375865;0;;;
23795;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;22.543.331/0001-00;Emp. Adm. Part. - Seguradoras e Corretoras;3000000000;CXSE3;Ordinárias;2023;DFP;13147526;1666990;13147526;817365;0;2791;0;12327370;0;0;0;3377544;3377544;98182;-494;97688;3475232;2416314;;;;
23795;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;22.543.331/0001-00;Emp. Adm. Part. - Seguradoras e Corretoras;3000000000;CXSE3;Ordinárias;2024;DFP;14004319;1464596;14004319;1415172;0;3267;0;12585880;0;0;0;3951228;3951228;147813;-33945;113868;4065096;2827442;;;;
23825;MOVIDA PARTICIPACOES SA;21.314.559/0001-66;Serviços Transporte e Logística;339915766;MOVI3;Ordinárias;2023;DFP;26248880;9440252;26248880;5896026;106456;17584171;15680659;2768683;9300119;-5694571;3605548;-1188800;2416748;509089;-2210428;-1701339;715409;-4171865;-447638;;;
23825;MOVIDA PARTICIPACOES SA;21.314.559/0001-66;Serviços Transporte e Logística;339915766;MOVI3;Ordinárias;2024;DFP;25119493;5429325;25119493;7455025;155655;15142331;14017987;2522137;10342015;-7573494;2768521;-1506954;1261567;273074;-2371450;-2098376;-836809;3227152;-138200;;;
23825;MOVIDA PARTICIPACOES SA;21.314.559/0001-66;Serviços Transporte e Logística;339915766;MOVI3;Ordinárias;2023;DFP;26248880;9440252;26248880;5896026;106456;17584171;15680659;2768683;9300119;-5694571;3605548;-1188800;2416748;509089;-2210428;-1701339;715409;-4171865;-447638;;;
23825;MOVIDA PARTICIPACOES SA;21.314.559/0001-66;Serviços Transporte e Logística;339915766;MOVI3;Ordinárias;2024;DFP;25119493;5429325;25119493;7455025;155655;15142331;14017987;2522137;10342015;-7573494;2768521;-1506954;1261567;273074;-2371450;-2098376;-836809;3227152;-138200;;;
24058;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;42.771.949/0001-35;Serviços Médicos;152321877;AALR3;Ordinárias;2023;DFP;2615454;484284;2615454;678389;67371;955148;610467;981917;1085009;-759261;325748;-357785;-32037;0;0;-201197;-233234;187303;-1884;;;
24058;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;42.771.949/0001-35;Serviços Médicos;152321877;AALR3;Ordinárias;2024;DFP;2669811;524747;2669811;734820;79556;990999;669306;943992;1179584;-814782;364802;-325901;38901;0;0;-238370;-199469;102304;0;;;
24112;AZUL S.A.;09.305.994/0001-29;Emp. Adm. Part. - Serviços Transporte e Logística;895844892;AZUL4;Preferenciais;2023;DFP;18721293;4871936;18721293;15056105;479412;22672688;16676644;-19007500;15948067;-13161965;2786102;-1356547;1429555;1235294;-3387216;-2151922;-722367;2437315;-819182;;;
24112;AZUL S.A.;09.305.994/0001-29;Emp. Adm. Part. - Serviços Transporte e Logística;895844892;AZUL4;Preferenciais;2024;DFP;20532909;5044147;20532909;14748880;474797;27111877;20057880;-21327848;18554425;-15178018;3376407;-1715313;1661094;-18317;-3983707;-4002024;-2340930;3439691;-1907123;;;
24180;IRB - BRASIL RESSEGUROS S.A.;33.376.989/0001-91;Seguradoras e Corretoras;81842886;IRBR3;Ordinárias;2023;DFP;16436197;4621770;16436197;4932592;629445;7162140;7162140;4341465;7039822;-8393412;-1353590;-20357;65169;726228;-248875;0;-1308778;-1235285;-40335;;;
24180;IRB - BRASIL RESSEGUROS S.A.;33.376.989/0001-91;Seguradoras e Corretoras;81842886;IRBR3;Ordinárias;2024;DFP;15486432;3300842;15486432;4427698;244554;6801339;6801339;4257395;5794710;-6120398;-325688;-53743;614;412897;-291758;0;-378817;490809;0;;;
24180;IRB - BRASIL RESSEGUROS S.A.;33.376.989/0001-91;Seguradoras e Corretoras;81842886;IRBR3;Ordinárias;2023;DFP;16436197;4621770;16436197;4932592;629445;7162140;7162140;4341465;7039822;-8393412;-1353590;-20357;65169;726228;-248875;0;-1308778;-1235285;-40335;;;
24180;IRB - BRASIL RESSEGUROS S.A.;33.376.989/0001-91;Seguradoras e Corretoras;81842886;IRBR3;Ordinárias;2024;DFP;15486432;3300842;15486432;4427698;244554;6801339;6801339;4257395;5794710;-6120398;-325688;-53743;614;412897;-291758;0;-378817;490809;0;;;
24228;CAMIL ALIMENTOS S.A.;64.904.295/0001-03;Alimentos;341071232;CAML3;Ordinárias;2023;DFP;7930970;4829110;7930970;1964667;91807;3087302;2806874;2879001;9015855;-7237702;1778153;-1141224;636929;218319;-345909;-127590;509339;485594;-1288852;;;
24228;CAMIL ALIMENTOS S.A.;64.904.295/0001-03;Alimentos;341071232;CAML3;Ordinárias;2024;DFP;9213881;5087060;9213881;2558795;125458;3655664;2998087;2999422;10205488;-8085625;2119863;-1434075;685788;301981;-592544;-290563;395225;-138913;-1302323;;;
24236;PRINER SERVIÇOS INDUSTRIAIS S.A.;18.593.815/0001-97;Construção Civil, Mat. Constr. e Decoração;46951436;PRNR3;Ordinárias;2023;DFP;619939;353888;619939;259122;69116;139055;117005;221762;813494;-614912;198582;-94124;104458;9765;-30043;-20278;84180;93304;-12291;;;
24236;PRINER SERVIÇOS INDUSTRIAIS S.A.;18.593.815/0001-97;Construção Civil, Mat. Constr. e Decoração;46951436;PRNR3;Ordinárias;2024;DFP;837004;445227;837004;277072;78670;321228;291823;238704;1046411;-830840;215571;-128172;87399;14043;-59031;-44988;42411;21642;-43142;;;
24236;PRINER SERVIÇOS INDUSTRIAIS S.A.;18.593.815/0001-97;Construção Civil, Mat. Constr. e Decoração;46951436;PRNR3;Ordinárias;2023;DFP;619939;353888;619939;259122;69116;139055;117005;221762;813494;-614912;198582;-94124;104458;9765;-30043;-20278;84180;93304;-12291;;;
24236;PRINER SERVIÇOS INDUSTRIAIS S.A.;18.593.815/0001-97;Construção Civil, Mat. Constr. e Decoração;46951436;PRNR3;Ordinárias;2024;DFP;837004;445227;837004;277072;78670;321228;291823;238704;1046411;-830840;215571;-128172;87399;14043;-59031;-44988;42411;21642;-43142;;;
24260;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;07.594.978/0001-78;Brinquedos e Lazer;597247265;SMFT3;Ordinárias;2023;DFP;12049550;3516159;12049550;1748885;72393;6092550;2931668;4208115;2930438;-2018417;912021;-646605;265416;450779;-798510;-347731;-82315;533830;0;;;
24260;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;07.594.978/0001-78;Brinquedos e Lazer;597247265;SMFT3;Ordinárias;2024;DFP;14230177;3346134;14230177;2244232;96026;6890311;3225497;5095634;4244743;-2533854;1710889;-666015;1044874;460541;-933829;-473288;571586;1310283;0;;;
24260;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;07.594.978/0001-78;Brinquedos e Lazer;597247265;SMFT3;Ordinárias;2023;DFP;12049550;3516159;12049550;1748885;72393;6092550;2931668;4208115;2930438;-2018417;912021;-646605;265416;450779;-798510;-347731;-82315;533830;0;;;
24260;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;07.594.978/0001-78;Brinquedos e Lazer;597247265;SMFT3;Ordinárias;2024;DFP;14230177;3346134;14230177;2244232;96026;6890311;3225497;5095634;4244743;-2533854;1710889;-666015;1044874;460541;-933829;-473288;571586;1310283;0;;;
24295;VIBRA ENERGIA S/A;34.274.233/0001-02;Comércio (Atacado e Varejo);1113125073;VBBR3;Ordinárias;2023;DFP;41110000;22244000;41110000;9624000;220000;18873000;15589000;12613000;181446000;-173957000;7489000;-3528000;3961000;697000;-2728000;-2031000;1930000;1263000;4742000;;;
24295;VIBRA ENERGIA S/A;34.274.233/0001-02;Comércio (Atacado e Varejo);1113125073;VBBR3;Ordinárias;2024;DFP;43481000;23599000;43481000;9996000;302000;17754000;14048000;15731000;162947000;-154586000;8361000;-818000;7543000;938000;-2022000;-1084000;6459000;6247000;1836000;;;
24295;VIBRA ENERGIA S/A;34.274.233/0001-02;Comércio (Atacado e Varejo);1113125073;VBBR3;Ordinárias;2023;DFP;41110000;22244000;41110000;9624000;220000;18873000;15589000;12613000;181446000;-173957000;7489000;-3528000;3961000;697000;-2728000;-2031000;1930000;1263000;4742000;;;
24295;VIBRA ENERGIA S/A;34.274.233/0001-02;Comércio (Atacado e Varejo);1113125073;VBBR3;Ordinárias;2024;DFP;43481000;23599000;43481000;9996000;302000;17754000;14048000;15731000;162947000;-154586000;8361000;-818000;7543000;938000;-2022000;-1084000;6459000;6247000;1836000;;;
24317;ZAMP SA;13.574.594/0001-96;Alimentos;398924243;ZAMP3;Ordinárias;2023;DFP;4130953;1002007;4130953;937101;139234;1708664;864082;1485188;3644674;-1297785;2346889;-2250145;96744;66069;-209957;-143888;-47144;435081;0;;;
24317;ZAMP SA;13.574.594/0001-96;Alimentos;398924243;ZAMP3;Ordinárias;2024;DFP;4117466;902077;4117466;1306667;121685;1417119;573461;1393680;3841961;-1285152;2556809;-2457552;99257;56099;-234982;-178883;-79626;356908;0;;;
24392;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;05.197.443/0001-38;Serviços Médicos;495088957;HAPV3;Ordinárias;2023;DFP;71858359;7595917;71858359;6594664;647753;16327237;9991173;48936458;23811727;-23812866;-1139;-1727822;-1728961;864481;-2011029;-1146548;-2875509;971907;0;;;
24392;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;05.197.443/0001-38;Serviços Médicos;495088957;HAPV3;Ordinárias;2024;DFP;73208390;9139151;73208390;6246759;657640;17278674;9416473;49682957;27949573;-24767548;3182025;-1909740;1272285;1081503;-2897860;-1816357;-544072;2334666;0;;;
24392;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;05.197.443/0001-38;Serviços Médicos;495088957;HAPV3;Ordinárias;2023;DFP;71858359;7595917;71858359;6594664;647753;16327237;9991173;48936458;23811727;-23812866;-1139;-1727822;-1728961;864481;-2011029;-1146548;-2875509;971907;0;;;
24392;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;05.197.443/0001-38;Serviços Médicos;495088957;HAPV3;Ordinárias;2024;DFP;73208390;9139151;73208390;6246759;657640;17278674;9416473;49682957;27949573;-24767548;3182025;-1909740;1272285;1081503;-2897860;-1816357;-544072;2334666;0;;;
24600;BANCO BMG S/A;61.186.680/0001-74;Bancos;215669467;BMGB4;Preferenciais;2023;DFP;44588270;620990;44588270;52361;52361;0;;37552337;6317400;-3699905;2617495;-2868549;-251054;;;316404;65350;230106;-5144;;;
24600;BANCO BMG S/A;61.186.680/0001-74;Bancos;215669467;BMGB4;Preferenciais;2024;DFP;43719364;874654;43719364;137382;137382;0;;36592073;7402813;-4752834;2649979;-2508725;141254;;;145976;287230;374781;-85531;;;
24627;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;Farmacêutico e Higiene;177680739;BLAU3;Ordinárias;2023;DFP;2499048;1677861;2499048;371113;34819;310001;228172;1817934;1406909;-739031;667878;-215688;452190;70918;-54548;16370;468560;171903;0;;;
24627;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;Farmacêutico e Higiene;177680739;BLAU3;Ordinárias;2024;DFP;3053528;1553869;3053528;335926;46032;722353;533520;1995249;1372633;-882380;490253;-160810;329443;55898;-51108;4790;334233;220561;0;;;
24694;GRUPO SBF S.A.;13.217.485/0001-11;Comércio (Atacado e Varejo);230122063;SBFG3;Ordinárias;2023;DFP;8470247;4526488;8470247;2948338;191851;3112055;2213814;2409854;6260707;-3319775;2940932;-2539096;401836;254441;-438064;-183623;218213;138103;-207268;;;
24694;GRUPO SBF S.A.;13.217.485/0001-11;Comércio (Atacado e Varejo);230122063;SBFG3;Ordinárias;2024;DFP;8614447;4688724;8614447;2841671;174290;3231190;2384462;2541586;6988671;-3674000;3314671;-2783844;530827;249367;-590365;-340998;189829;625410;-339753;;;
24716;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;23.373.000/0001-32;Serviços Transporte e Logística;1066086197;VAMO3;Ordinárias;2023;DFP;16675416;4190099;16675416;4325800;66228;8710728;6923255;3638888;4913454;-2821051;2092403;-481218;1611185;335030;-1165228;-830198;780987;-2318972;1164192;;;
24716;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;23.373.000/0001-32;Serviços Transporte e Logística;1066086197;VAMO3;Ordinárias;2024;DFP;20808826;5957885;20808826;3412501;72819;12661030;10835383;4735295;3548718;-1184339;2364379;-335362;2029017;153021;-1633448;-1480427;548590;-3241569;3030426;;;
24805;VIVARA PARTICIPAÇÕES S.A.;33.839.910/0001-11;Comércio (Atacado e Varejo);235071814;VIVA3;Ordinárias;2023;DFP;2932172811;1761018595;2932172811;726251925;92337869;547967619;108186217;1657953267;1843735089;-573527520;1270207569;-893835241;376372328;46580921;-91918649;-45337728;331034600;63309070;;;;
24805;VIVARA PARTICIPAÇÕES S.A.;33.839.910/0001-11;Comércio (Atacado e Varejo);235071814;VIVA3;Ordinárias;2024;DFP;3241590055;2056580123;3241590055;695587160;117858769;612280814;160000000;1933722081;2186974709;-670864007;1516110702;-1065464592;450646110;40760860;-90564367;-49803507;400842603;201468842;0;;;
24821;REDE D'OR SÃO LUIZ S.A.;06.047.087/0001-39;Serviços Médicos;2206743408;RDOR3;Ordinárias;2023;DFP;86678327;40623899;86678327;14751327;982150;49219266;27910159;22707734;22987443;-17785662;5201781;-1302941;3898840;5683308;-8256884;-2573576;1325264;1318303;0;;;
24821;REDE D'OR SÃO LUIZ S.A.;06.047.087/0001-39;Serviços Médicos;2206743408;RDOR3;Ordinárias;2024;DFP;90342356;43123481;90342356;14237547;1101223;52269163;31667514;23835646;46508558;-38937076;7571482;-2006211;5565271;9317468;-12332395;-3014927;2550344;395912;0;;;
24848;C&A MODAS S.A.;45.242.914/0001-05;Têxtil e Vestuário;302914334;CEAB3;Ordinárias;2023;DFP;9629594;4753223;9629594;3679731;198732;2949667;1404817;3000196;6183550;-3077441;3106109;-2837929;268180;289883;-601339;-311456;-43276;1090374;-7574;;;
24848;C&A MODAS S.A.;45.242.914/0001-05;Têxtil e Vestuário;302914334;CEAB3;Ordinárias;2024;DFP;9725565;4441842;9725565;3035263;231364;3699227;1176427;2991075;6719317;-3197049;3522268;-3123583;398685;207793;-654565;-446772;-48087;966746;-4983;;;
24902;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;07.882.930/0001-65;Construção Civil, Mat. Constr. e Decoração;105774820;MTRE3;Ordinárias;2023;DFP;2061151;1493743;2061151;526628;19802;530490;315230;1004033;758626;-537194;221432;-173065;48367;32259;-26410;5849;54216;-346424;-1352;;;
24902;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;07.882.930/0001-65;Construção Civil, Mat. Constr. e Decoração;105774820;MTRE3;Ordinárias;2024;DFP;2165237;1658151;2165237;631277;20570;507751;351479;1026209;926392;-742275;184117;-79883;104234;31105;-19547;11558;115792;-75331;-2832;;;
24910;LWSA S/A;02.351.877/0001-52;Comunicação e Informática;550967875;LWSA3;Ordinárias;2023;DFP;4727321;2191142;4727321;1113337;90330;638405;65376;2975579;1135391;-624201;511190;-465671;45519;189826;-175274;14552;60071;212918;0;;;
24910;LWSA S/A;02.351.877/0001-52;Comunicação e Informática;550967875;LWSA3;Ordinárias;2024;DFP;4604388;1950393;4604388;1441553;0;280689;63675;2882146;1292756;-694846;597910;-511447;86463;161707;-357823;-196116;-109653;272101;0;;;
24929;TIM S.A.;02.421.421/0001-11;Telecomunicações;2411972189;TIMS3;Ordinárias;2023;DFP;56408367;10364415;56408367;13118009;343541;17892993;3704858;25397365;21530801;-10655981;10874820;-7714904;3159916;1460015;-2899023;-1439008;1720908;9162259;-565303;;;
24929;TIM S.A.;02.421.421/0001-11;Telecomunicações;2411972189;TIMS3;Ordinárias;2024;DFP;55260156;11404293;55260156;12882966;386348;16361250;2503709;26015940;23833893;-11496437;12337456;-7620158;4717298;1433788;-2967053;-1533265;3184033;12420656;-1197950;;;
24961;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;12.648.266/0001-24;Saneamento, Serv. Água e Gás;1669289530;AMBP3;Ordinárias;2023;DFP;9882911;4394313;9882911;1822364;184536;6760997;6172833;1299550;3789791;-2949218;840573;-128693;711880;156092;-665439;-509347;202533;380548;0;;;
24961;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;12.648.266/0001-24;Saneamento, Serv. Água e Gás;1669289530;AMBP3;Ordinárias;2024;DFP;11642697;4840740;11642697;2045901;167705;6983461;6120658;2613335;4872707;-3714789;1157918;-255460;902458;410059;-1079641;-669582;232876;274969;-44753;;;
24961;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;12.648.266/0001-24;Saneamento, Serv. Água e Gás;1669289530;AMBP3;Ordinárias;2023;DFP;9882911;4394313;9882911;1822364;184536;6760997;6172833;1299550;3789791;-2949218;840573;-128693;711880;156092;-665439;-509347;202533;380548;0;;;
24961;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;12.648.266/0001-24;Saneamento, Serv. Água e Gás;1669289530;AMBP3;Ordinárias;2024;DFP;11642697;4840740;11642697;2045901;167705;6983461;6120658;2613335;4872707;-3714789;1157918;-255460;902458;410059;-1079641;-669582;232876;274969;-44753;;;
25003;SIMPAR S.A.;07.415.333/0001-20;Serviços Transporte e Logística;853595516;SIMH3;Ordinárias;2023;DFP;61659514;21632846;61659514;13959865;625156;42117896;35672888;5581753;24081881;-16490710;7591171;-2474355;5116816;1229042;-5358473;-4129431;987385;-6842547;7126;;;
25003;SIMPAR S.A.;07.415.333/0001-20;Serviços Transporte e Logística;853595516;SIMH3;Ordinárias;2024;DFP;70140840;22160575;70140840;15328767;727767;48060341;41120430;6751732;31843613;-23699760;8143853;-3279182;4864671;1137502;-7031228;-5893726;-1029055;-1380342;0;;;
25038;LOJAS QUERO QUERO S.A.;96.418.264/0218-02;Comércio (Atacado e Varejo);206917263;LJQQ3;Ordinárias;2023;DFP;3031361;2032988;3031361;1074985;69480;1419554;348944;536822;2312668;-1543547;769121;-681567;87554;50819;-163103;-112284;-24730;236313;0;;;
25038;LOJAS QUERO QUERO S.A.;96.418.264/0218-02;Comércio (Atacado e Varejo);206917263;LJQQ3;Ordinárias;2024;DFP;3305723;2218074;3305723;1307156;88225;1464765;390008;533802;2398127;-1572115;826012;-723006;103006;76748;-182661;-105913;-2907;166481;0;;;
25038;LOJAS QUERO QUERO S.A.;96.418.264/0218-02;Comércio (Atacado e Varejo);206917263;LJQQ3;Ordinárias;2023;DFP;3031361;2032988;3031361;1074985;69480;1419554;348944;536822;2312668;-1543547;769121;-681567;87554;50819;-163103;-112284;-24730;236313;0;;;
25038;LOJAS QUERO QUERO S.A.;96.418.264/0218-02;Comércio (Atacado e Varejo);206917263;LJQQ3;Ordinárias;2024;DFP;3305723;2218074;3305723;1307156;88225;1464765;390008;533802;2398127;-1572115;826012;-723006;103006;76748;-182661;-105913;-2907;166481;0;;;
25046;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;12.108.897/0001-50;Comércio (Atacado e Varejo);50602842;DMVF3;Ordinárias;2023;DFP;1470715;411100;1470715;342648;0;278574;26541;849493;1483148;-1007636;475512;-439880;35632;8292;-31147;-22855;12777;102608;-20646;;;
25046;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;12.108.897/0001-50;Comércio (Atacado e Varejo);50602842;DMVF3;Ordinárias;2024;DFP;1548519;472346;1548519;407884;0;269780;17546;870855;1748909;-1196080;552829;-501506;51323;5862;-30912;-25050;26273;146042;-21130;;;
25062;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;26.462.693/0001-28;Construção Civil, Mat. Constr. e Decoração;195434352;LAVV3;Ordinárias;2023;DFP;1928664;1517195;1928664;334718;7801;337889;43715;1256057;555327;-368988;186339;-99817;86522;71041;-3337;67704;154226;80014;42334;;;
25062;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;26.462.693/0001-28;Construção Civil, Mat. Constr. e Decoração;195434352;LAVV3;Ordinárias;2024;DFP;2218279;1737964;2218279;352846;10755;450913;192027;1414520;903333;-603977;299356;-79228;220128;62941;-8314;54627;274755;-251391;197095;;;
25070;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;24.230.275/0001-80;Construção Civil, Mat. Constr. e Decoração;202909780;PLPL3;Ordinárias;2023;DFP;1621634;1455442;1621634;423466;25029;789186;414330;408982;1492205;-1062284;429921;-268048;161873;28812;-24364;4448;166321;68614;-7091;;;
25070;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;24.230.275/0001-80;Construção Civil, Mat. Constr. e Decoração;202909780;PLPL3;Ordinárias;2024;DFP;2039019;1731714;2039019;657486;29071;735419;252827;646114;2072023;-1368707;703316;-382783;320533;36889;-32884;4005;324538;314660;2257;;;
25089;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;18.328.118/0001-09;Comércio (Atacado e Varejo);451139910;PETZ3;Ordinárias;2023;DFP;3647129;1089232;3647129;737213;76078;1069344;26832;1840572;2834533;-1483961;1350572;-1214902;135670;64334;-125565;-61231;74439;202790;8409;;;
25089;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;18.328.118/0001-09;Comércio (Atacado e Varejo);451139910;PETZ3;Ordinárias;2024;DFP;3995411;1378657;3995411;760020;84560;1426498;387685;1808893;3173241;-1691453;1481788;-1353701;128087;83180;-184758;-101578;26509;429095;400000;;;
25089;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;18.328.118/0001-09;Comércio (Atacado e Varejo);451139910;PETZ3;Ordinárias;2023;DFP;3647129;1089232;3647129;737213;76078;1069344;26832;1840572;2834533;-1483961;1350572;-1214902;135670;64334;-125565;-61231;74439;202790;8409;;;
