CD_CVM;DENOM_CIA;CNPJ_CIA;SETOR_ATIV;Numero_Acoes;Ticker;Tipo_Acao;Ano;Versao;Ativo Total;Ativo Circulante;Passivo Total;Passivo Circulante;Empréstimos e Financiamentos - Circulante;Passivo Não Circulante;Empréstimos e Financiamentos - Não Circulante;Patrimônio Líquido Consolidado;Receita de Venda de Bens e/ou Serviços;Custo dos Bens e/ou Serviços Vendidos;Resultado Bruto;Resultado Antes do Resultado Financeiro e dos Tributos;Resultado Financeiro;Receitas Financeiras;Despesas Financeiras;Resultado Antes dos Tributos sobre o Lucro;Lucro/Prejuízo Consolidado do Período;Caixa Líquido Atividades Operacionais;Pagamento de Dividendos;Pagamento de Dividendos à Controladora;Pagamento de Dividendos a Acionistas Não Controladores;Pagamento de Juros sobre Capital Próprio
14443;CIA SANEAMENTO BASICO EST SAO PAULO;43.776.517/0001-80;Saneamento, Serv. Água e Gás;683509868;SBSP3;Ordinárias;2024;DFP;61470957;7783450;61470957;8407842;807440;23205739;16919944;29857376;25572056;-16051866;9520190;-3174210;6345980;806672;-2398668;-1591996;4753984;4854352;-1771090;;;
14451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;00.070.698/0001-11;Energia Elétrica;35920890;CEBR3;Ordinárias;2023;DFP;1436827;817870;1436827;177013;4737;32857;0;1226957;322217;-148012;174205;110174;284379;81818;-1329;80489;364868;198892;0;;;
14451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;00.070.698/0001-11;Energia Elétrica;35920890;CEBR3;Ordinárias;2024;DFP;1415858;785777;1415858;112807;5629;34013;0;1269038;352571;-169841;182730;39577;222307;91010;-2244;88766;311073;243374;0;;;
14451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;00.070.698/0001-11;Energia Elétrica;6565010; CEBR5;Preferenciais;2023;DFP;1436827;817870;1436827;177013;4737;32857;0;1226957;322217;-148012;174205;110174;284379;81818;-1329;80489;364868;198892;0;;;
14451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;00.070.698/0001-11;Energia Elétrica;6565010; CEBR5;Preferenciais;2024;DFP;1415858;785777;1415858;112807;5629;34013;0;1269038;352571;-169841;182730;39577;222307;91010;-2244;88766;311073;243374;0;;;
14451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;00.070.698/0001-11;Energia Elétrica;29596015; CEBR6;Preferenciais;2023;DFP;1436827;817870;1436827;177013;4737;32857;0;1226957;322217;-148012;174205;110174;284379;81818;-1329;80489;364868;198892;0;;;
14451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;00.070.698/0001-11;Energia Elétrica;29596015; CEBR6;Preferenciais;2024;DFP;1415858;785777;1415858;112807;5629;34013;0;1269038;352571;-169841;182730;39577;222307;91010;-2244;88766;311073;243374;0;;;
14664;SCHULZ S.A.;84.693.183/0001-68;Metalurgia e Siderurgia;204274596;SHUL4;Preferenciais;2023;DFP;2370322;1561776;2370322;576967;61470;678486;588825;1114869;2093038;-1549676;543362;-164391;378971;374887;-453623;-78736;300235;458316;-220216;;;
14664;SCHULZ S.A.;84.693.183/0001-68;Metalurgia e Siderurgia;204274596;SHUL4;Preferenciais;2024;DFP;2380110;1554732;2380110;533256;69640;548613;459200;1298241;1925762;-1424433;501329;-197075;304254;311838;-310365;1473;305727;486725;-331320;;;
15253;ENERGISA S.A.;00.864.214/0001-06;Emp. Adm. Part. - Energia Elétrica;886476772;ENGI3;Ordinárias;2023;DFP;59670668;14724256;59670668;13224880;0;33962036;21574285;12483752;26503137;-19312220;7190917;-1469159;5721758;1613404;-4196378;-2582974;3138784;5685800;-3904213;;;
15253;ENERGISA S.A.;00.864.214/0001-06;Emp. Adm. Part. - Energia Elétrica;886476772;ENGI3;Ordinárias;2024;DFP;68068471;17206180;68068471;15349661;0;37003114;25466758;15715696;28531858;-20750869;7780989;-1733673;6047316;1687304;-4164782;-2477478;3569838;6682422;-7138691;;;
15253;ENERGISA S.A.;00.864.214/0001-06;Emp. Adm. Part. - Energia Elétrica;1399175516; ENGI4;Preferenciais;2023;DFP;59670668;14724256;59670668;13224880;0;33962036;21574285;12483752;26503137;-19312220;7190917;-1469159;5721758;1613404;-4196378;-2582974;3138784;5685800;-3904213;;;
15253;ENERGISA S.A.;00.864.214/0001-06;Emp. Adm. Part. - Energia Elétrica;1399175516; ENGI4;Preferenciais;2024;DFP;68068471;17206180;68068471;15349661;0;37003114;25466758;15715696;28531858;-20750869;7780989;-1733673;6047316;1687304;-4164782;-2477478;3569838;6682422;-7138691;;;
15253;ENERGISA S.A.;00.864.214/0001-06;Emp. Adm. Part. - Energia Elétrica;457130457; ENGI11;Outras;2023;DFP;59670668;14724256;59670668;13224880;0;33962036;21574285;12483752;26503137;-19312220;7190917;-1469159;5721758;1613404;-4196378;-2582974;3138784;5685800;-3904213;;;
15253;ENERGISA S.A.;00.864.214/0001-06;Emp. Adm. Part. - Energia Elétrica;457130457; ENGI11;Outras;2024;DFP;68068471;17206180;68068471;15349661;0;37003114;25466758;15715696;28531858;-20750869;7780989;-1733673;6047316;1687304;-4164782;-2477478;3569838;6682422;-7138691;;;
15458;EMBPAR PARTICIPAÇÕES S/A;42.331.462/0001-31;Emp. Adm. Part. - Sem Setor Principal;14860568;EPAR3;Ordinárias;2023;DFP;315681;232441;315681;157028;9957;43787;25532;114866;1086530;-902556;183974;-86551;97423;19730;-28619;-8889;88534;-50377;-15802;;;
15458;EMBPAR PARTICIPAÇÕES S/A;42.331.462/0001-31;Emp. Adm. Part. - Sem Setor Principal;14860568;EPAR3;Ordinárias;2024;DFP;101563;32267;101563;7582;333;13902;201;80079;457471;-377147;80324;-52914;27410;9843;-14233;-4390;23020;13914;-14836;;;
15539;NEOENERGIA S.A.;01.083.200/0001-18;Emp. Adm. Part. - Energia Elétrica;1213797248;NEOE3;Ordinárias;2023;DFP;92318000;20791000;92318000;18416000;806000;46965000;36214000;26937000;42787000;-30321000;12466000;-3127000;9339000;539000;-4339000;-3800000;5539000;4620000;-94000;;;
15539;NEOENERGIA S.A.;01.083.200/0001-18;Emp. Adm. Part. - Energia Elétrica;1213797248;NEOE3;Ordinárias;2024;DFP;99112000;23125000;99112000;21699000;854000;47337000;36932000;30076000;44343000;-32621000;11722000;-1923000;9799000;1000;-4844000;-4843000;4956000;1632000;-132000;;;
16101;GAFISA S.A.;01.545.826/0001-07;Construção Civil, Mat. Constr. e Decoração;11160572;GFSA3;Ordinárias;2023;DFP;5486674;3969282;5486674;1886426;7714;1827342;1247043;1772906;1135997;-982930;153067;-284178;-131111;210480;-140584;69896;-61215;-90613;60774;;;
16101;GAFISA S.A.;01.545.826/0001-07;Construção Civil, Mat. Constr. e Decoração;11160572;GFSA3;Ordinárias;2024;DFP;5126365;3505007;5126365;2030394;7976;1388680;847881;1707291;1103532;-1149986;-46454;9423;-37031;56771;-167092;-110321;-147352;132602;299094;;;
16292;BRF S.A.;01.838.723/0001-27;Emp. Adm. Part. - Alimentos;1592192459;BRFS3;Ordinárias;2023;DFP;57854447;26504346;57854447;22297939;323450;23733639;19637126;11822869;53805028;-45672376;8132652;-8268941;-136289;1082935;-3751690;-2668755;-2805044;1876384;-3984422;;;
16292;BRF S.A.;01.838.723/0001-27;Emp. Adm. Part. - Alimentos;1592192459;BRFS3;Ordinárias;2024;DFP;57272090;25954262;57272090;19390348;355784;22238086;17643710;15643656;53615440;-44781739;8833701;-7997560;836141;1202520;-4023367;-2820847;-1984706;3939397;-6889936;;;
16632;DEXXOS PARTICIPAÇÕES S.A.;02.193.750/0001-52;Emp. Adm. Part. - Sem Setor Principal;102307052;DEXP3;Ordinárias;2023;DFP;1307748;778648;1307748;286233;0;333498;197364;688017;2098108;-1713589;384519;-105017;279502;59104;-115218;-56114;223388;201624;188086;;;
16632;DEXXOS PARTICIPAÇÕES S.A.;02.193.750/0001-52;Emp. Adm. Part. - Sem Setor Principal;102307052;DEXP3;Ordinárias;2024;DFP;1462436;965751;1462436;291891;0;311624;196351;858921;1745275;-1403246;342029;-78826;263203;74147;-76088;-1941;261262;340393;96757;;;
16632;DEXXOS PARTICIPAÇÕES S.A.;02.193.750/0001-52;Emp. Adm. Part. - Sem Setor Principal;5410526; DEXP4;Preferenciais;2023;DFP;1307748;778648;1307748;286233;0;333498;197364;688017;2098108;-1713589;384519;-105017;279502;59104;-115218;-56114;223388;201624;188086;;;
16632;DEXXOS PARTICIPAÇÕES S.A.;02.193.750/0001-52;Emp. Adm. Part. - Sem Setor Principal;5410526; DEXP4;Preferenciais;2024;DFP;1462436;965751;1462436;291891;0;311624;196351;858921;1745275;-1403246;342029;-78826;263203;74147;-76088;-1941;261262;340393;96757;;;
16659;PORTO SEGURO S.A.;02.149.205/0001-69;Seguradoras e Corretoras;643637795;PSSA3;Ordinárias;2023;DFP;39914390;22715782;39914390;20263291;0;9072689;0;10578410;26414873;0;26414873;-25576469;838404;1429978;-945709;484269;1322673;2850592;-629482;;;
16659;PORTO SEGURO S.A.;02.149.205/0001-69;Seguradoras e Corretoras;643637795;PSSA3;Ordinárias;2024;DFP;44239599;26456059;44239599;23490246;0;8251555;0;12497798;32395077;0;32395077;-29588386;2806691;2040214;-1303874;736340;3543031;69766;-357093;;;
16993;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;02.302.101/0001-42;Energia Elétrica;22241700;EMAE4;Preferenciais;2023;DFP;1990685;890441;1990685;106749;0;759754;0;1124182;532685;-459606;73079;-102555;-29476;109178;-1516;107662;78186;58669;0;;;
16993;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;02.302.101/0001-42;Energia Elétrica;22241700;EMAE4;Preferenciais;2024;DFP;2087290;915065;2087290;152137;3626;846664;0;1088489;603326;-442849;160477;-83174;77303;84232;-2200;82032;159335;91361;0;;;
17329;ENGIE BRASIL ENERGIA S.A.;02.474.103/0001-19;Energia Elétrica;815927740;EGIE3;Ordinárias;2023;DFP;38186752;7378528;38186752;5890219;153809;23856361;15811239;8440172;11906605;-6317412;5589193;211391;5800584;585191;-3100481;-2515290;3285294;3337493;-3489879;;;
17329;ENGIE BRASIL ENERGIA S.A.;02.474.103/0001-19;Energia Elétrica;815927740;EGIE3;Ordinárias;2024;DFP;42224473;8913451;42224473;6113665;136387;26294598;17651224;9816210;10747784;-4840645;5907139;453159;6360298;448980;-2411978;-1962998;4397300;4585942;-1497918;;;
17329;ENGIE BRASIL ENERGIA S.A.;02.474.103/0001-19;Energia Elétrica;815927740;EGIE3;Ordinárias;2023;DFP;38186752;7378528;38186752;5890219;153809;23856361;15811239;8440172;11906605;-6317412;5589193;211391;5800584;585191;-3100481;-2515290;3285294;3337493;-3489879;;;
17329;ENGIE BRASIL ENERGIA S.A.;02.474.103/0001-19;Energia Elétrica;815927740;EGIE3;Ordinárias;2024;DFP;42224473;8913451;42224473;6113665;136387;26294598;17651224;9816210;10747784;-4840645;5907139;453159;6360298;448980;-2411978;-1962998;4397300;4585942;-1497918;;;
17329;ENGIE BRASIL ENERGIA S.A.;02.474.103/0001-19;Energia Elétrica;815927740;EGIE3;Ordinárias;2023;DFP;38186752;7378528;38186752;5890219;153809;23856361;15811239;8440172;11906605;-6317412;5589193;211391;5800584;585191;-3100481;-2515290;3285294;3337493;-3489879;;;
17329;ENGIE BRASIL ENERGIA S.A.;02.474.103/0001-19;Energia Elétrica;815927740;EGIE3;Ordinárias;2024;DFP;42224473;8913451;42224473;6113665;136387;26294598;17651224;9816210;10747784;-4840645;5907139;453159;6360298;448980;-2411978;-1962998;4397300;4585942;-1497918;;;
17450;RUMO S.A.;02.387.241/0001-60;Emp. Adm. Part. - Serviços Transporte e Logística;1855761971;RAIL3;Ordinárias;2023;DFP;45951745;9754895;45951745;5690421;296833;24850874;15401062;15410450;9841508;-6695148;3146360;-110188;3036172;202198;-2531233;-2329035;707137;4830993;-4106479;;;
17450;RUMO S.A.;02.387.241/0001-60;Emp. Adm. Part. - Serviços Transporte e Logística;1855761971;RAIL3;Ordinárias;2024;DFP;49238436;10251830;49238436;5477537;318550;27889844;17607936;15871055;10937716;-6838432;4099284;-624810;3474474;697452;-3252834;-2555382;919092;5450996;-1323716;;;
17450;RUMO S.A.;02.387.241/0001-60;Emp. Adm. Part. - Serviços Transporte e Logística;1855761971;RAIL3;Ordinárias;2023;DFP;45951745;9754895;45951745;5690421;296833;24850874;15401062;15410450;9841508;-6695148;3146360;-110188;3036172;202198;-2531233;-2329035;707137;4830993;-4106479;;;
17450;RUMO S.A.;02.387.241/0001-60;Emp. Adm. Part. - Serviços Transporte e Logística;1855761971;RAIL3;Ordinárias;2024;DFP;49238436;10251830;49238436;5477537;318550;27889844;17607936;15871055;10937716;-6838432;4099284;-624810;3474474;697452;-3252834;-2555382;919092;5450996;-1323716;;;
17671;TELEFÔNICA BRASIL S.A;02.558.157/0001-62;Telecomunicações;3205808852;VIVT3;Ordinárias;2023;DFP;119121483;17283910;119121483;22170720;1035652;28494916;13281851;68455847;48041162;-27431680;20609482;-14011571;6597911;2216198;-3982518;-1766320;4831591;18941925;55617;;;
17671;TELEFÔNICA BRASIL S.A;02.558.157/0001-62;Telecomunicações;3205808852;VIVT3;Ordinárias;2024;DFP;120737980;19244962;120737980;20084184;1204183;31026476;14261567;69627320;52100151;-29415400;22684751;-14766926;7917825;2042168;-4386077;-2343909;5573916;18785926;27484;;;
17892;SANTOS BRASIL PARTICIPACOES S.A.;02.762.121/0001-04;Emp. Adm. Part. - Serviços Transporte e Logística;864170274;STBP3;Ordinárias;2023;DFP;4348678;857825;4348678;610469;70195;1645326;281929;2092883;1931841;-1055047;876794;-273992;602802;138509;-160832;-22323;580479;733837;-64177;;;
17892;SANTOS BRASIL PARTICIPACOES S.A.;02.762.121/0001-04;Emp. Adm. Part. - Serviços Transporte e Logística;864170274;STBP3;Ordinárias;2024;DFP;4707845;716816;4707845;767725;68725;1723102;372862;2217018;2134925;-1049450;1085475;-306397;779078;74779;-161140;-86361;692717;798866;-43987;;;
17892;SANTOS BRASIL PARTICIPACOES S.A.;02.762.121/0001-04;Emp. Adm. Part. - Serviços Transporte e Logística;864170274;STBP3;Ordinárias;2023;DFP;4348678;857825;4348678;610469;70195;1645326;281929;2092883;1931841;-1055047;876794;-273992;602802;138509;-160832;-22323;580479;733837;-64177;;;
17892;SANTOS BRASIL PARTICIPACOES S.A.;02.762.121/0001-04;Emp. Adm. Part. - Serviços Transporte e Logística;864170274;STBP3;Ordinárias;2024;DFP;4707845;716816;4707845;767725;68725;1723102;372862;2217018;2134925;-1049450;1085475;-306397;779078;74779;-161140;-86361;692717;798866;-43987;;;
17949;MRS LOGISTICA S.A.;01.417.222/0001-77;Serviços Transporte e Logística;187210201;MRSA3B;Outras;2023;DFP;;;;;;;;;;;;;;;;;;;;;;
17949;MRS LOGISTICA S.A.;01.417.222/0001-77;Serviços Transporte e Logística;187210201;MRSA3B;Outras;2024;DFP;18065072;4627422;18065072;3342471;253681;8336799;5876731;6385802;6449125;-3456893;2992232;-474230;2518002;361529;-1101950;-740421;1777581;3622408;-770373;;;
17949;MRS LOGISTICA S.A.;01.417.222/0001-77;Serviços Transporte e Logística;81588066; MRSA5B;Outras;2023;DFP;;;;;;;;;;;;;;;;;;;;;;
17949;MRS LOGISTICA S.A.;01.417.222/0001-77;Serviços Transporte e Logística;81588066; MRSA5B;Outras;2024;DFP;18065072;4627422;18065072;3342471;253681;8336799;5876731;6385802;6449125;-3456893;2992232;-474230;2518002;361529;-1101950;-740421;1777581;3622408;-770373;;;
17949;MRS LOGISTICA S.A.;01.417.222/0001-77;Serviços Transporte e Logística;69178752; MRSA6B;Outras;2023;DFP;;;;;;;;;;;;;;;;;;;;;;
17949;MRS LOGISTICA S.A.;01.417.222/0001-77;Serviços Transporte e Logística;69178752; MRSA6B;Outras;2024;DFP;18065072;4627422;18065072;3342471;253681;8336799;5876731;6385802;6449125;-3456893;2992232;-474230;2518002;361529;-1101950;-740421;1777581;3622408;-770373;;;
17973;COGNA EDUCAÇÃO S.A.;02.800.026/0001-40;Emp. Adm. Part. - Educação;1814171068;COGN3;Ordinárias;2023;DFP;26396751;5059727;26396751;4069278;387031;9086085;6019508;13241388;5004793;-1817151;3187642;-2775228;412414;546857;-1439761;-892904;-480490;117347;0;;;
17973;COGNA EDUCAÇÃO S.A.;02.800.026/0001-40;Emp. Adm. Part. - Educação;1814171068;COGN3;Ordinárias;2024;DFP;25135863;4984323;25135863;3669988;403220;8759596;6165025;12706279;5814798;-2109212;3705586;-2973426;732160;388361;-1292099;-903738;-171578;679847;0;;;
18368;RIO PARANAPANEMA ENERGIA S.A.;02.998.301/0001-81;Energia Elétrica;31477761;GEPA3;Ordinárias;2023;DFP;3716944;431033;3716944;1016679;18896;828653;707353;1871612;1368936;-809020;559916;-79991;479925;45853;-200176;-154323;325602;457456;0;;;
18368;RIO PARANAPANEMA ENERGIA S.A.;02.998.301/0001-81;Energia Elétrica;31477761;GEPA3;Ordinárias;2024;DFP;0;0;0;0;0;0;0;0;1391868;-854501;537367;-42690;494677;90963;-128955;-37992;456685;550585;0;;;
18368;RIO PARANAPANEMA ENERGIA S.A.;02.998.301/0001-81;Energia Elétrica;62955522; GEPA4;Preferenciais;2023;DFP;3716944;431033;3716944;1016679;18896;828653;707353;1871612;1368936;-809020;559916;-79991;479925;45853;-200176;-154323;325602;457456;0;;;
18368;RIO PARANAPANEMA ENERGIA S.A.;02.998.301/0001-81;Energia Elétrica;62955522; GEPA4;Preferenciais;2024;DFP;0;0;0;0;0;0;0;0;1391868;-854501;537367;-42690;494677;90963;-128955;-37992;456685;550585;0;;;
18368;RIO PARANAPANEMA ENERGIA S.A.;02.998.301/0001-81;Energia Elétrica;31477761;GEPA3;Ordinárias;2023;DFP;3716944;431033;3716944;1016679;18896;828653;707353;1871612;1368936;-809020;559916;-79991;479925;45853;-200176;-154323;325602;457456;0;;;
18368;RIO PARANAPANEMA ENERGIA S.A.;02.998.301/0001-81;Energia Elétrica;31477761;GEPA3;Ordinárias;2024;DFP;0;0;0;0;0;0;0;0;1391868;-854501;537367;-42690;494677;90963;-128955;-37992;456685;550585;0;;;
18368;RIO PARANAPANEMA ENERGIA S.A.;02.998.301/0001-81;Energia Elétrica;62955522; GEPA4;Preferenciais;2023;DFP;3716944;431033;3716944;1016679;18896;828653;707353;1871612;1368936;-809020;559916;-79991;479925;45853;-200176;-154323;325602;457456;0;;;
18368;RIO PARANAPANEMA ENERGIA S.A.;02.998.301/0001-81;Energia Elétrica;62955522; GEPA4;Preferenciais;2024;DFP;0;0;0;0;0;0;0;0;1391868;-854501;537367;-42690;494677;90963;-128955;-37992;456685;550585;0;;;
18376;ISA ENERGIA BRASIL;02.998.611/0001-04;Energia Elétrica;257937732;ISAE3;Ordinárias;2023;DFP;32243550;4670170;32243550;1293346;0;14413723;7860680;16536481;5450570;-2170946;3279624;210688;3490312;169221;-981399;-812178;2678134;599693;0;;;
18376;ISA ENERGIA BRASIL;02.998.611/0001-04;Energia Elétrica;257937732;ISAE3;Ordinárias;2024;DFP;35911156;5978428;35911156;2444736;63940;15674708;8615771;17791712;6215521;-2506641;3708880;233677;3942557;222090;-1043648;-821558;3120999;579784;0;;;
18376;ISA ENERGIA BRASIL;02.998.611/0001-04;Energia Elétrica;400945572; ISAE4;Preferenciais;2023;DFP;32243550;4670170;32243550;1293346;0;14413723;7860680;16536481;5450570;-2170946;3279624;210688;3490312;169221;-981399;-812178;2678134;599693;0;;;
18376;ISA ENERGIA BRASIL;02.998.611/0001-04;Energia Elétrica;400945572; ISAE4;Preferenciais;2024;DFP;35911156;5978428;35911156;2444736;63940;15674708;8615771;17791712;6215521;-2506641;3708880;233677;3942557;222090;-1043648;-821558;3120999;579784;0;;;
18376;ISA ENERGIA BRASIL;02.998.611/0001-04;Energia Elétrica;257937732;ISAE3;Ordinárias;2023;DFP;32243550;4670170;32243550;1293346;0;14413723;7860680;16536481;5450570;-2170946;3279624;210688;3490312;169221;-981399;-812178;2678134;599693;0;;;
18376;ISA ENERGIA BRASIL;02.998.611/0001-04;Energia Elétrica;257937732;ISAE3;Ordinárias;2024;DFP;35911156;5978428;35911156;2444736;63940;15674708;8615771;17791712;6215521;-2506641;3708880;233677;3942557;222090;-1043648;-821558;3120999;579784;0;;;
18376;ISA ENERGIA BRASIL;02.998.611/0001-04;Energia Elétrica;400945572; ISAE4;Preferenciais;2023;DFP;32243550;4670170;32243550;1293346;0;14413723;7860680;16536481;5450570;-2170946;3279624;210688;3490312;169221;-981399;-812178;2678134;599693;0;;;
18376;ISA ENERGIA BRASIL;02.998.611/0001-04;Energia Elétrica;400945572; ISAE4;Preferenciais;2024;DFP;35911156;5978428;35911156;2444736;63940;15674708;8615771;17791712;6215521;-2506641;3708880;233677;3942557;222090;-1043648;-821558;3120999;579784;0;;;
18414;PADTEC HOLDING S.A.;02.365.069/0001-44;Emp. Adm. Part. - Telecomunicações;79469626;PDTC3;Ordinárias;2023;DFP;496619;362706;496619;193596;22774;167344;98118;135679;365725;-248855;116870;-89709;27161;18977;-36016;-17039;10122;-55776;-10176;;;
18414;PADTEC HOLDING S.A.;02.365.069/0001-44;Emp. Adm. Part. - Telecomunicações;79469626;PDTC3;Ordinárias;2024;DFP;516506;362587;516506;159442;27274;204524;112152;152540;368687;-237415;131272;-101096;30176;16406;-31102;-14696;15480;37642;-30555;;;
18465;ULTRAPAR PARTICIPACOES S.A.;33.256.439/0001-39;Emp. Adm. Part. - Petróleo e Gás;1067779023;UGPA3;Ordinárias;2023;DFP;36441003;18564600;36441003;12766252;460906;11499783;9688419;12174968;143634708;-136276257;7358451;-4009518;3348933;706689;-2175897;-1469208;1879725;2004694;-5848611;;;
18465;ULTRAPAR PARTICIPACOES S.A.;33.256.439/0001-39;Emp. Adm. Part. - Petróleo e Gás;1067779023;UGPA3;Ordinárias;2024;DFP;38251974;18648895;38251974;11229658;494771;12992490;10987271;14029826;126048701;-116730469;9318232;-4740407;4577825;880884;-1880014;-999130;3578695;3849822;-3149525;;;
18660;CPFL ENERGIA S.A.;02.429.144/0001-93;Emp. Adm. Part. - Energia Elétrica;1152254440;CPFE3;Ordinárias;2023;DFP;71146081;15180037;71146081;14879171;182768;38726966;20696799;17539944;39354237;-27517744;11836493;-1605577;10230916;2154127;-5065396;-2911269;7319647;8980126;0;;;
18660;CPFL ENERGIA S.A.;02.429.144/0001-93;Emp. Adm. Part. - Energia Elétrica;1152254440;CPFE3;Ordinárias;2024;DFP;74971227;18051353;74971227;19762108;198994;35210366;21924552;19998753;39743190;-26101101;13642089;-3062466;10579623;1935333;-4492173;-2556840;8022783;8899917;-3716;;;
18660;CPFL ENERGIA S.A.;02.429.144/0001-93;Emp. Adm. Part. - Energia Elétrica;1152254440;CPFE3;Ordinárias;2023;DFP;71146081;15180037;71146081;14879171;182768;38726966;20696799;17539944;39354237;-27517744;11836493;-1605577;10230916;2154127;-5065396;-2911269;7319647;8980126;0;;;
18660;CPFL ENERGIA S.A.;02.429.144/0001-93;Emp. Adm. Part. - Energia Elétrica;1152254440;CPFE3;Ordinárias;2024;DFP;74971227;18051353;74971227;19762108;198994;35210366;21924552;19998753;39743190;-26101101;13642089;-3062466;10579623;1935333;-4492173;-2556840;8022783;8899917;-3716;;;
18708;CIA PARTICIPACOES ALIANCA DA BAHIA;01.938.783/0001-11;Emp. Adm. Part. - Sem Setor Principal;9493462;PEAB3;Ordinárias;2023;DFP;814291;260697;814291;17016;2088;110591;55214;686684;42661;-9542;33119;9736;42855;33900;-26847;7053;49908;-16713;;;;
18708;CIA PARTICIPACOES ALIANCA DA BAHIA;01.938.783/0001-11;Emp. Adm. Part. - Sem Setor Principal;9493462;PEAB3;Ordinárias;2024;DFP;880533;259080;880533;30096;2380;164453;109473;685984;49559;-17167;32392;-31215;1177;42158;-26821;15337;16514;14826;-2825;;;
